id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.0,45.6,44.6,1494.9,0.0
mainFlow.2,2.0,46.8,44.8,1494.9,0.0
mainFlow.3,3.0,47.0,44.0,1494.9,0.0
mainFlow.5,5.0,48.2,43.2,1494.9,0.0
rampFlow.1,6.0,51.8,45.8,1146.27,0.0
mainFlow.4,4.0,58.4,54.4,1494.9,0.0
mainFlow.6,6.0,59.6,53.6,1494.9,0.0
mainFlow.7,7.0,59.6,52.6,1494.9,0.0
mainFlow.9,9.0,60.8,51.8,1494.9,0.0
rampFlow.2,12.0,60.8,48.8,1146.27,0.0
mainFlow.8,8.0,62.0,54.0,1494.9,0.0
mainFlow.11,11.0,62.0,51.0,1494.9,0.0
mainFlow.10,10.0,63.2,53.2,1494.9,0.0
mainFlow.12,12.0,64.2,52.2,1494.9,0.0
mainFlow.13,13.0,64.8,51.8,1494.9,0.0
rampFlow.3,18.0,65.8,47.8,1146.27,0.0
mainFlow.15,15.0,66.0,51.0,1494.9,0.0
mainFlow.14,14.0,67.2,53.2,1494.9,0.0
mainFlow.17,17.0,67.2,50.2,1494.9,0.0
mainFlow.16,16.0,68.2,52.2,1494.9,0.0
mainFlow.18,18.0,69.4,51.4,1494.9,0.0
mainFlow.19,19.0,69.8,50.8,1494.9,0.0
rampFlow.4,24.0,71.0,47.0,1146.27,0.0
mainFlow.21,21.0,72.8,51.8,1494.9,0.0
mainFlow.23,23.0,74.0,51.0,1494.9,0.0
mainFlow.20,20.0,75.0,55.0,1494.9,0.0
mainFlow.25,25.0,75.2,50.2,1494.9,0.0
mainFlow.22,22.0,76.2,54.2,1494.9,0.0
mainFlow.27,27.0,76.4,49.4,1494.9,0.0
mainFlow.24,24.0,77.4,53.4,1494.9,0.0
mainFlow.29,29.0,77.6,48.6,1494.9,0.0
rampFlow.5,30.0,78.6,48.6,1146.27,0.0
mainFlow.31,31.0,78.6,47.6,1494.9,0.0
mainFlow.26,26.0,79.8,53.8,1494.9,0.0
mainFlow.32,32.0,79.8,47.8,1494.9,0.0
mainFlow.28,28.0,81.0,53.0,1494.9,0.0
rampFlow.6,36.0,81.0,45.0,1146.27,0.0
mainFlow.30,30.0,82.2,52.2,1494.9,0.0
