begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.18,22.09,0,600
0.0,900.0,main_1a,27.25,28.9,700,700
0.0,900.0,main_1b,29.52,26.48,700,0
0.0,900.0,ramp_0,17.37,6.39,0,100
