begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.05,14.31,0,400
0.0,900.0,main_1a,25.45,30.24,684,684
0.0,900.0,main_1b,29.85,25.59,684,0
0.0,900.0,ramp_0,10.05,31.37,0,284
