begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.03,12.73,0,367
0.0,900.0,main_1a,27.73,20.98,517,517
0.0,900.0,main_1b,31.01,18.61,517,0
0.0,900.0,ramp_0,16.58,10.04,0,150
