begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.18,4.49,0,134
0.0,900.0,main_1a,26.57,12.02,284,284
0.0,900.0,main_1b,32.18,9.86,284,0
0.0,900.0,ramp_0,16.56,10.06,0,150
