begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.72,6.79,0,200
0.0,900.0,main_1a,26.12,18.69,434,434
0.0,900.0,main_1b,31.45,15.41,434,0
0.0,900.0,ramp_0,14.1,18.42,0,234
