begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.36,16.54,0,467
0.0,900.0,main_1a,27.3,25.43,617,617
0.0,900.0,main_1b,30.39,22.68,617,0
0.0,900.0,ramp_0,16.48,10.11,0,150
