begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,27.68,22.75,0,567
0.0,900.0,main_1a,23.18,39.66,817,817
0.0,900.0,main_1b,28.97,31.48,817,0
0.0,900.0,ramp_0,12.99,21.37,0,250
