begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.52,16.46,0,467
0.0,900.0,main_1a,28.42,22.44,567,567
0.0,900.0,main_1b,30.58,20.7,567,0
0.0,900.0,ramp_0,17.34,6.4,0,100
