begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.85,7.34,0,217
0.0,900.0,main_1a,30.91,9.14,251,251
0.0,900.0,main_1b,32.53,8.62,251,0
0.0,900.0,ramp_0,18.04,2.09,0,34
