begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.34,9.75,0,284
0.0,900.0,main_1a,28.44,15.87,401,401
0.0,900.0,main_1b,31.5,14.22,401,0
0.0,900.0,ramp_0,17.3,7.51,0,117
