begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.1,4.5,0,134
0.0,900.0,main_1a,28.65,7.89,201,201
0.0,900.0,main_1b,32.66,6.87,201,0
0.0,900.0,ramp_0,17.53,4.24,0,67
