begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.12,4.49,0,134
0.0,900.0,main_1a,30.3,6.24,168,168
0.0,900.0,main_1b,32.87,5.71,168,0
0.0,900.0,ramp_0,17.68,2.14,0,34
